singer_id,singer_name,label_0,label_1,label_2,label_3
135554,The Roadside Inn( INN ),1,9,0,10
109171,The Tic Tac樂團( The Tic Tac ),0,2,0,5
179817,The Writers( 寫手 ),0,5,0,7
170771,These Nights,0,4,0,6
102598,Tizzy Bac( 鐵之貝克 ),0,39,0,56
109477,ToNick,0,1,0,1
188269,TOP1,0,1,0,1
175355,TPI CoCo Girls,0,1,0,0
122694,Transition( 前進樂團 ),0,9,0,12
118706,TRASH( 垃圾 ),0,9,0,25
123242,Twinko,0,2,0,7
104867,Twins Girls( 旗聚女聲 ),0,3,0,3
101606,Twins( 蔡卓妍+鍾欣潼 ),1,8,0,20
183483,Ty.( 唐溢 ),4,7,0,20
125686,UNDER LOVER( 地下情人 ),0,0,0,3
136080,UTIN,0,1,0,0
167908,VANITAS,0,1,0,6
120427,Vast & Hazy( Vast&Hazy ),0,4,0,11
110156,Veary,0,1,0,9
106490,Viva( 張浩榕 ),0,0,0,3
174132,Von Lee,0,2,0,5
108575,W.H.Y( WHY ),0,1,0,4
104129,W.S.S.( 草莓救星 ),0,8,0,18
107292,Waterman,3,5,0,8
131969,Weather Girls( 天氣女孩 ),0,4,0,6
118765,Westaipei Rhymer 渡邊,0,3,0,7
102113,Wewe,0,7,0,11
107174,What Century( 花世紀樂團 ),0,12,0,31
105425,WOW(TW),0,4,0,7
184657,W野狗音樂艙( W MUSIC CABIN ),0,7,0,9
104414,XL特大號樂團,1,2,0,8
175252,XL組合,0,2,0,8
105563,yan&anna( Mirror Mirror ),0,1,0,1
185921,YHBOYS( 樂華少年 ),0,5,0,1
100007,YIYO,0,4,0,6
104754,YUMMY,0,5,0,5
188727,Yusaka 淞雅,0,0,0,6
118815,Zac志祥,0,0,0,6
108578,Zero,0,3,0,2
109097,Zero+,0,1,0,0
140603,ZHIT Production,0,0,0,1
101052,Zip美少女,0,4,0,5
102133,Zip發射樂團,0,4,0,6
106455,Zya( 希亞 ),0,1,0,20
131887,一步樂團,0,0,0,1
106506,丁丁( Sprite ),0,3,0,10
120381,丁丁與西西,0,0,0,9
105882,丁于( Caesar ),3,4,0,20
102135,丁文琪,0,5,0,17
165768,丁可,0,1,0,3
106176,丁汀,0,3,0,8
122957,丁衣凡,0,1,1,3
120871,丁酉酉,0,0,0,10
106175,丁咚,0,0,0,6
107064,丁松,0,1,0,2
154616,丁思忖,1,1,0,13
106500,丁香曉曉,0,4,0,6
135531,丁悅( Ting Tiffany ),0,0,0,1
110392,丁浩然( 浩然 ),0,1,1,9
133647,丁爽,0,0,0,2
110089,丁祥威,0,0,0,9
176912,丁紫,0,0,0,2
100945,丁菲飛( DING FEI FEI ),0,2,0,4
179813,丁源,1,4,0,5
136292,丁煒,0,0,0,1
151159,丁詩瑀( Birdy ),0,0,0,2
105079,丁噹( Della ),3,8,0,82
100981,丁曉雯,0,0,0,1
100723,丁薇( Dingwei ),1,3,0,28
126659,七字輩,3,7,0,7
104758,七朵花,0,1,0,9
104731,七郎( Tshit long ),0,4,0,3
118648,七號青樂團,0,3,0,4
136456,九九,0,0,0,5
106507,二手玫瑰( Second Hand Rose ),0,10,0,3
176168,二本貓( UrbanCat ),0,5,0,8
102127,二等兵,0,2,0,9
104644,人工衛星,1,5,0,17
113233,八十八顆芭樂籽( 88 balaz ),1,20,2,30
105532,八三夭樂團( 831樂團 ),2,24,1,20
104373,刀郎( Dao Lang ),22,23,1,28
121146,刁寒,1,7,4,21
186820,十九兩樂團,0,5,0,1
110813,卜星慧( Emily Pu ),0,1,0,6
108115,卜風瘋,0,1,0,0
100234,卜學亮( 阿亮 ),4,8,0,15
105525,三角COOL,2,3,0,5
114802,三門汀( Seventeen ),0,1,0,0
130805,三個人( Three People ),0,1,0,1
107163,三聲緣組合,0,0,0,3
106652,上官海棠,0,8,0,2
100421,上華,0,0,0,13
102144,上碟,1,0,0,0
136187,丸子(女),0,0,0,2
173512,于小冉,1,1,0,9
106287,于天龍,1,5,0,3
106290,于夫,0,0,0,2
135268,于文文( Kelly Yu ),0,1,0,13
135934,于冬晴,0,1,0,0
100009,于台煙( Shelly ),0,0,0,19
104796,于立成,1,7,0,26
100305,于冠華,0,0,0,3
106466,于娜,0,2,0,8
104972,于浩威( Howl Yu ),1,3,0,7
136192,于敏家( 家家 ),0,2,0,12
108256,于智佳,0,0,0,1
136106,于湉( Tan ),0,7,0,6
106319,于震環,0,2,0,7
160782,于朦朧( Alan ),0,1,0,2
110366,于韻非,0,1,0,4
100462,凡人二重唱,0,3,0,3
104648,凡妮莎( Vanessa Carlton ),0,1,0,5
118739,刃記,0,1,0,10
106426,千惠子,0,0,0,5
102145,千億,0,1,0,2
134898,夕陽武士( Sunset Samurai ),0,6,0,6
107711,大小姐,2,10,0,3
102246,大支( Dwagie ),1,12,0,11
109096,大台風( 大台風樂團 ),0,3,0,5
100570,大合唱,0,1,0,1
104395,大地,0,6,0,4
125295,大忙人( MR.BUSY ),0,3,0,7
154805,大事件,0,1,0,4
136180,大花,0,0,0,5
100419,大信,1,1,0,13
100520,大炳,0,0,0,1
109206,大哲,0,7,0,43
107586,大張偉( Wowkie Zhang ),5,19,0,19
106502,大喬小喬,0,5,0,3
119362,大象體操,0,1,0,4
182954,大賀兄弟,1,0,0,3
100450,大旗,0,0,0,3
105311,大嘴巴( DA MOUTH ),2,14,0,43
182593,大嬌嬌,0,0,0,1
156432,大慶,0,4,0,12
166118,大衛.蕭,0,1,0,2
131567,大頭,0,1,0,4
140160,大隸( Da lead ),1,1,0,9
166257,大鵬,0,0,0,1
104423,大囍門,0,11,0,12
104804,女F4,0,1,0,0
106525,女子三人組合,2,2,0,1
134875,女巫芮斯,0,2,0,1
109421,女孩與機器人( The Girl and The Robots ),0,7,0,28
163244,女神,0,0,0,1
115826,子凡,0,1,0,6
110193,子安聖皓,0,0,0,4
172847,子碩,0,0,0,1
107799,小5( 小五 ),1,5,2,23
120013,小人,0,1,0,10
157612,小太陽：一個家的音樂劇,1,8,0,4
134992,小右,0,1,0,4
106268,小光,0,1,0,9
105550,小宇( 宋念宇 ),0,11,1,36
118734,小宇宙,0,0,0,3
105765,小宇宙樂團,0,4,0,8
110686,小安(中國),0,0,0,5
102519,小安(台灣),0,4,0,5
111009,小曲兒,1,9,0,12
121135,小老鷹樂團,0,3,0,11
105601,小宋佳,0,0,0,8
107822,小希,0,0,0,3
154441,小沈陽( 小瀋陽 ),0,0,1,0
136650,小男孩樂團( Men Envy Children ),1,9,0,16
107805,小依,0,1,1,6
109358,小旺福,0,8,0,3
107093,小昔米,0,1,0,15
102166,小松&小柏( 小松小柏 ),0,1,0,5
105964,小果,0,2,0,9
108014,小武,1,3,0,6
110215,小河,0,1,0,1
150052,小穹,0,0,0,1
105466,小肥( 徐智勇 ),0,0,0,1
106542,小虎( 盧曉武 ),0,1,0,1
106274,小青,0,0,1,6
106273,小非,0,1,0,9
120540,小城星電台,0,2,0,18
106265,小柯( 柯肇雷 ),1,3,0,11
155169,小紅帽,0,0,0,2
106107,小娟&山谷裡的居民,1,11,0,11
158566,小峰峰( Xiao Feng Feng ),0,0,0,2
100522,小雪( Elle Choi ),0,3,0,7
172647,小曾,4,5,1,4
106459,小琪,0,0,0,4
188094,小愛與花兒樂隊,0,0,0,2
108544,小路,1,0,0,2
107844,小熊餅乾,0,2,1,8
109100,小語,0,0,0,4
167892,小魂,0,1,0,0
106264,小鳴,0,0,0,11
134830,小賤( 譚冰堯 ),0,0,0,8
104158,小龍女,1,0,0,13
100736,小蟲( Johnny Chen ),1,3,0,11
106272,小類,0,2,0,1
106695,小寶( 史嘯吟 ),0,1,0,11
104717,小護士樂團,0,13,0,22
106626,山人樂隊,0,6,1,1
114339,山東( SADON ),0,2,0,8
110488,山的孩子樂團,1,1,0,8
105885,山野( 李昊瀚 ),2,5,1,34
105482,山腳下男孩( BM Boys ),1,0,0,0
136276,不是桃樂絲樂團( I'm not Dorothy ),0,2,1,10
179802,不是樂隊,0,3,0,5
182458,不優雅先生( Midway To The Sun ),0,5,0,5
100427,中國娃娃( China Dolls ),6,25,0,29
120537,中離狗,0,2,0,3
102525,五分之一( One Fifth ),0,2,0,8
100012,五月天( MayDay ),0,56,1,52
157863,五色石南葉,0,1,0,0
107660,五行樂隊,0,8,0,2
106012,五洲唱響樂團,0,1,0,0
179459,五音Jw( 五音 ),1,1,0,1
117673,五條人( Wu Tiao Ren ),0,4,0,7
109835,井柏然( Jing Boran ),1,2,0,7
157771,今不幻,1,2,0,6
116721,元平,2,2,0,2
104986,元若藍( 元若蘭 ),1,1,0,8
104837,元氣( G-BOYS ),0,5,0,6
104334,元衛覺醒( Awaking ),1,5,0,14
100937,六月,0,0,0,1
104385,六甲樂團,2,6,0,3
108782,六哲( Liu zhe ),2,5,2,66
102104,六翼天使,0,9,1,21
109388,化學猴子( Chemical Monkeys Band ),0,25,0,15
106515,及時樂隊,1,2,0,7
100605,友善的狗,0,2,0,9
106510,反光鏡( 反光鏡樂隊 ),3,7,1,13
110440,天天( Carrie Qian ),0,3,0,13
104085,天堂樂隊,2,21,0,20
135963,天路客( Pilgrims ),0,0,0,4
102301,天韻合唱團( 天韻 ),0,9,0,9
177381,太子,0,0,0,1
117675,太妃堂( TOFFEE ),0,1,0,5
105716,太空蛋糕,0,0,0,1
106205,孔太,2,5,0,2
102099,孔令奇( KUNG ),0,4,0,39
150542,孔雀眼,0,4,0,12
134924,少女情懷,0,0,0,2
167156,尤米澤( roseyu ),1,0,0,1
175725,尤長靖( Azora Chin ),0,0,0,5
100788,尤雅( 林麗鴻 ),0,2,0,6
100374,尹子維( Terence Yin ),0,4,0,9
107986,尹漪,0,0,0,2
100870,巴奈( Panai ),1,2,0,10
133740,巴賴,2,3,0,5
133628,幻日樂團( Anthelion ),0,2,0,5
124394,幻眼樂隊,0,3,0,1
105467,心然,0,0,0,1
101138,心微,0,0,0,9
104087,心跳男孩,0,3,0,6
106324,扎西頓珠,2,1,0,3
107956,文奎,2,1,0,8
136019,文彥博,0,1,1,4
100248,文章( 黃文章 ),0,9,0,17
107417,文筱芮( wendy ),0,0,0,15
167382,文歌( Wenge ),0,1,1,12
106451,文靜寧,0,0,0,7
135004,文耀,0,0,0,1
101266,方力申( Alex Fong ),0,0,0,1
104775,方大同( Khalil Fong ),2,24,1,100
111669,方子浩,0,0,0,1
100277,方季惟( 方季韋 ),0,2,0,13
105829,方泂鑌( 方炯鑌 ),2,4,0,23
134034,方炯嘉( aJia ),3,2,0,5
118708,方恩沁( Eunice Png ),0,1,0,3
107716,方晴君,0,0,0,9
102219,方皓玟( Charmaine Fong ),0,0,0,17
101577,方瑞娥( COCO方 ),0,1,0,6
169853,方鉑深( Kenny ),1,2,1,10
176973,方寧,0,1,0,1
188084,方磊,0,1,0,0
108482,日京江羽人,1,7,0,25
174804,月光寶貝,0,5,0,2
109342,月亮姐姐,1,1,0,8
106801,木子俊,0,4,0,5
172853,木子曼,1,5,0,3
121699,木子爍,1,1,0,6
105384,木馬,0,3,0,6
105965,木瑪,0,2,0,8
169716,木曜日,0,2,0,4
100017,比莉( 王雪娥 ),0,0,0,10
136439,毛妮卓瑪,0,0,0,1
104065,毛阿敏,0,2,1,6
136322,毛恩足( Danubak ),0,8,0,8
106224,毛甦,0,0,0,4
100014,毛寧( Mao Ning ),1,6,1,7
161578,毛澤少( Mao Zeshao ),0,2,0,5
121851,毛鵬懿( Mao ),2,9,0,16
102052,水木年華,0,39,6,35
106532,水晶湖樂隊,0,3,0,5
106242,水蛙,1,1,1,5
104981,火星人( Martian ),0,13,0,15
107113,火星女孩兒,0,0,0,2
177810,火星電台( Radio Mars ),2,7,0,10
111914,火星熊( Mars＆Coara ),0,4,0,5
107418,火雅,0,0,0,2
136323,火曜日樂團( Huoyaodays ),0,6,0,12
106307,牙膏,0,2,0,0
105606,牛奶咖啡( milk@coffee ),0,24,0,26
110963,牛奶罐樂團( MILKCAN ),0,1,0,2
168204,牛欣欣,0,1,0,0
107914,牛飛,0,1,0,4
100015,王力宏( Leehom Wang ),4,46,0,122
155046,王上頡,1,5,0,4
118841,王大文( Dawen Wang ),1,6,0,15
107692,王子鳴,1,5,0,19
107086,王小愷,0,0,0,1
101282,王中平( Roger Wang ),1,7,0,10
135926,王丹,0,0,0,3
102143,王介安,0,4,0,5
105603,王友良,0,0,0,1
110500,王心心( Wang Xin-xin ),0,3,0,20
107464,王心如,0,0,0,11
102453,王心凌( Cyndi Wang ),1,18,0,133
122283,王心雅,0,0,0,4
109221,王巧比,0,2,0,2
106442,王冰洋,0,0,0,9
163338,王旭鵬,0,1,0,3
106250,王羽澤,0,0,0,13
102485,王宏恩( Biung Sauhluman Tankisia Takisvislainan Tak-Banuaz ),7,28,0,23
109752,王志心,0,1,0,7
126299,王汶玲,0,3,0,3
105998,王谷正,0,2,0,4
110237,王亞平,1,4,0,3
109259,王佳杰,0,0,0,1
121931,王明麗,0,0,0,4
107050,王欣婷,0,1,0,1
107281,王玨,0,4,0,6
100908,王芷蕾( Jeanette Wang ),0,3,0,16
178487,王青,0,0,0,3
101169,王非非,0,0,0,10
112145,王俊傑,2,0,0,0
120542,王冠逸( Lawrence ),0,3,1,5
107621,王奕心( Mao ),1,2,0,27
137169,王奕瑾,0,1,1,8
107970,王建房,0,4,1,7
101580,王建傑( 王健傑 ),0,4,0,15
106729,王建復,0,0,0,10
124865,王思佳,0,2,0,22
106443,王思思,0,1,0,13
154622,王思遠,0,1,0,1
182356,王政靈,0,0,1,1
100308,王柏森,0,2,0,9
104807,王美蓮( Lotus Wang ),0,3,0,5
105751,王若琪( Takki Wong ),0,1,0,1
